"","WATER_TYPE_NAME","Mgmt_Unit","ASSESSMENT_UNIT_ID","ASSESSMENT_UNIT_NAME","LAST_ASSESSED_CYCLE","DWQ_Category","EPA_IR_CATEGORY_ID","PARAMETER_CODE_NAME","PARAMETER_ATTAINMENT","Uses","FIRST_LISTED_CYCLE","CWA303D_PRIORITY_RANKING","WATER_SIZE","UNITS","HNNC","Parameter_Status"
"122","RIVER","Southeast Colorado River","UT14030004-003_00","Roc Creek",2012,"Insufficient Data","3",NA,NA,NA,NA,NA,23.674,"Miles","",NA
"123","RIVER","Southeast Colorado River","UT14030005-001_00","Kane Spring Wash",2022,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2014,"Low",22.1913,"Miles","","TMDL Needed"
"124","RIVER","Southeast Colorado River","UT14030005-001_00","Kane Spring Wash",2022,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",22.1913,"Miles","","TMDL Needed"
"125","RIVER","Southeast Colorado River","UT14030005-002_00","Indian Creek-2",2022,"Fully Supporting","1",NA,NA,NA,NA,NA,17.593,"Miles","",NA
"126","RIVER","Southeast Colorado River","UT14030005-003_00","Colorado River-3",2022,"Approved TMDL","4A","SELENIUM","Not meeting criteria","Aquatic Wildlife (Warm Water)",2006,"Low",62.25,"Miles","","TMDL Approved (60105)"
"127","RIVER","Southeast Colorado River","UT14030005-004_00","Colorado River-4",2024,"Not Supporting but has Approved TMDL for some parameters","5","ESCHERICHIA COLI (E. COLI)","Not meeting criteria","Recreation and Aesthetics (Frequent Primary Contact)",2020,"Low",35.9364,"Miles","","TMDL Needed"
"128","RIVER","Southeast Colorado River","UT14030005-004_00","Colorado River-4",2024,"Not Supporting but has Approved TMDL for some parameters","5","SELENIUM","Not meeting criteria","Aquatic Wildlife (Warm Water)",2006,"Low",35.9364,"Miles","","TMDL Approved (60104)"
"129","RIVER","Southeast Colorado River","UT14030005-004_00","Colorado River-4",2024,"Not Supporting but has Approved TMDL for some parameters","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Warm Water)",2024,"Low",35.9364,"Miles","","TMDL Needed"
"130","RIVER","Southeast Colorado River","UT14030005-005_00","Mill Creek1-Moab",2024,"Not Supporting but has Approved TMDL for some parameters","5","ESCHERICHIA COLI (E. COLI)","Not meeting criteria","Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",2016,"High",28.4562,"Miles","","TMDL Needed"
"131","RIVER","Southeast Colorado River","UT14030005-005_00","Mill Creek1-Moab",2024,"Not Supporting but has Approved TMDL for some parameters","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",1998,"Low",28.4562,"Miles","","TMDL Approved (4047)"
"132","RIVER","Southeast Colorado River","UT14030005-006_01","Mill Creek-2-Moab",2022,"No Evidence of Impairment","2",NA,NA,NA,NA,NA,11.1566,"Miles","",NA
"133","RIVER","Southeast Colorado River","UT14030005-006_02","Pack Creek-2",2022,"Fully Supporting","1",NA,NA,NA,NA,NA,15.6096,"Miles","",NA
"134","RIVER","Southeast Colorado River","UT14030005-007_00","Salt Wash",2024,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Warm Water)",2024,"Low",22.091,"Miles","","TMDL Needed"
"135","RIVER","Southeast Colorado River","UT14030005-007_00","Salt Wash",2024,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2016,"Low",22.091,"Miles","","TMDL Needed"
"136","RIVER","Southeast Colorado River","UT14030005-008_00","Grandstaff Canyon",2022,"Fully Supporting","1",NA,NA,NA,NA,NA,8.6431,"Miles","",NA
"137","RIVER","Southeast Colorado River","UT14030005-009_00","Castle Creek-1",2024,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Warm Water)",2008,"Low",12.9127,"Miles","","TMDL Needed"
"138","RIVER","Southeast Colorado River","UT14030005-009_00","Castle Creek-1",2024,"Not Supporting","5","ESCHERICHIA COLI (E. COLI)","Not meeting criteria","Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",2020,"High",12.9127,"Miles","","TMDL Needed"
"139","RIVER","Southeast Colorado River","UT14030005-010_00","Onion Creek Lower",2024,"Not Supporting but has Approved TMDL for some parameters","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Warm Water)",2024,"Low",8.7309,"Miles","","TMDL Needed"
"140","RIVER","Southeast Colorado River","UT14030005-010_00","Onion Creek Lower",2024,"Not Supporting but has Approved TMDL for some parameters","5","TEMPERATURE","Meeting criteria","Aquatic Wildlife (Warm Water)",NA,"",8.7309,"Miles","","TMDL Approved (4008)"
"141","RIVER","Southeast Colorado River","UT14030005-010_00","Onion Creek Lower",2024,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2016,"Low",8.7309,"Miles","","TMDL Approved (4008)"
"142","RIVER","Southeast Colorado River","UT14030005-011_00","Pack Creek",2024,"Not Supporting but has Approved TMDL for some parameters","5","ESCHERICHIA COLI (E. COLI)","Not meeting criteria","Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",2016,"High",8.8522,"Miles","","TMDL Needed"
"143","RIVER","Southeast Colorado River","UT14030005-011_00","Pack Creek",2024,"Not Supporting but has Approved TMDL for some parameters","5","SELENIUM","Not meeting criteria","Aquatic Wildlife (Cold Water)",2010,"Low",8.8522,"Miles","","TMDL Needed"
"144","RIVER","Southeast Colorado River","UT14030005-011_00","Pack Creek",2024,"Not Supporting but has Approved TMDL for some parameters","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2006,"Low",8.8522,"Miles","","TMDL Approved (4047)"
"145","RIVER","Southeast Colorado River","UT14030005-011_00","Pack Creek",2024,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2006,"Low",8.8522,"Miles","","TMDL Needed"
"146","RIVER","Southeast Colorado River","UT14030005-012_00","Castle Creek-2",2022,"Fully Supporting","1",NA,NA,NA,NA,NA,6.7466,"Miles","",NA
"147","RIVER","Southeast Colorado River","UT14030005-013_00","Onion Creek Upper",2012,"Fully Supporting","1",NA,NA,NA,NA,NA,2.7741,"Miles","",NA
"148","RIVER","Southeast Colorado River","UT14030005-014_00","Indian Creek-1",2022,"No Evidence of Impairment","2",NA,NA,NA,NA,NA,8.5706,"Miles","",NA
"149","RIVER","Southeast Colorado River","UT14030005-015_00","North Cottonwood Creek",2024,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Warm Water)",2014,"Low",28.6389,"Miles","","TMDL Needed"
"150","RIVER","Southeast Colorado River","UT14030005-016_00","Salt Creek-Canyonlands",2020,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"151","RIVER","Southeast Colorado River","UT14030005-017_00","Courthouse Wash",2024,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Warm Water)",2020,"Low",0,"Miles","","TMDL Needed"
"152","RIVER","Southeast Colorado River","UT14030005-018_00","Courthouse Wash",2024,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Warm Water)",2024,"Low",1.0922,"Miles","","TMDL Needed"
"153","RIVER","Southeast Colorado River","UT14030005-018_00","Courthouse Wash",2024,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2022,"Low",1.0922,"Miles","","TMDL Needed"
"154","RIVER","Southeast Colorado River","UT14030005-019_00","Professor Creek",2024,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2012,"Low",0,"Miles","","TMDL Needed"
"155","RIVER","Southeast Colorado River","UT14070001-003_00","Colorado River-2",2024,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Warm Water)",2024,"Low",15.2913,"Miles","","TMDL Needed"
"156","RIVER","Southeast Colorado River","UT14070001-004_00","White Canyon",2012,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"157","RIVER","Southeast Colorado River","UT14070006-007_01","Lake Powell Tributaries-4-1",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,1.3519,"Miles","",NA
"158","RIVER","Southeast Colorado River","UT14070006-007_02","Lake Powell Tributaries-4-2",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"159","RIVER","Southeast Colorado River","UT14070006-007_03","Lake Powell Tributaries-4-3",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"160","RIVER","Southeast Colorado River","UT14070006-007_04","Lake Powell Tributaries-4-4",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"161","RIVER","Southeast Colorado River","UT14080201-001_00","Butler Wash",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,3.7959,"Miles","",NA
"162","RIVER","Southeast Colorado River","UT14080201-002_00","Cottonwood Wash-1",2022,"No Evidence of Impairment","2",NA,NA,NA,NA,NA,0,"Miles","",NA
"163","RIVER","Southeast Colorado River","UT14080201-003_00","Recapture Creek-2",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,3.6674,"Miles","",NA
"164","RIVER","Southeast Colorado River","UT14080201-004_00","Johnson Creek",2022,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",4.1683,"Miles","","TMDL Needed"
"165","RIVER","Southeast Colorado River","UT14080201-004_00","Johnson Creek",2022,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2010,"Low",4.1683,"Miles","","TMDL Needed"
"166","RIVER","Southeast Colorado River","UT14080201-005_00","Recapture Creek-1",2022,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Warm Water)",2020,"Low",1.5745,"Miles","","TMDL Needed"
"167","RIVER","Southeast Colorado River","UT14080201-006_00","Cottonwood Wash-2",2024,"Not Supporting but has Approved TMDL for some parameters","5","ALPHA PARTICLES","Not meeting criteria","Domestic Source",1998,"Low",5.695,"Miles","","TMDL Approved (4013)"
"168","RIVER","Southeast Colorado River","UT14080201-006_00","Cottonwood Wash-2",2024,"Not Supporting but has Approved TMDL for some parameters","5","ARSENIC","Not meeting criteria","Domestic Source",2022,"Low",5.695,"Miles","","TMDL Needed"
"169","RIVER","Southeast Colorado River","UT14080201-006_00","Cottonwood Wash-2",2024,"Not Supporting but has Approved TMDL for some parameters","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Warm Water)",2012,"Low",5.695,"Miles","","TMDL Needed"
"170","RIVER","Southeast Colorado River","UT14080201-006_00","Cottonwood Wash-2",2024,"Not Supporting but has Approved TMDL for some parameters","5","RADIUM","Not meeting criteria","Domestic Source",1998,"Low",5.695,"Miles","","TMDL Needed"
"171","RIVER","Southeast Colorado River","UT14080201-006_00","Cottonwood Wash-2",2024,"Not Supporting but has Approved TMDL for some parameters","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Warm Water)",2022,"Low",5.695,"Miles","","TMDL Needed"
"172","RIVER","Southeast Colorado River","UT14080201-007_00","Cottonwood Wash-3",2022,"Not Supporting but has Approved TMDL for some parameters","5","ALPHA PARTICLES","Not meeting criteria","Domestic Source, Agricultural",2010,"Low",8.9346,"Miles","","TMDL Approved (4013)"
"173","RIVER","Southeast Colorado River","UT14080201-007_00","Cottonwood Wash-3",2022,"Not Supporting but has Approved TMDL for some parameters","5","RADIUM","Not meeting criteria","Domestic Source, Agricultural",2010,"Low",8.9346,"Miles","","TMDL Needed"
"174","RIVER","Southeast Colorado River","UT14080201-008_00","Westwater Creek",2022,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Warm Water)",2012,"Low",5.759,"Miles","","TMDL Needed"
"175","RIVER","Southeast Colorado River","UT14080201-008_00","Westwater Creek",2022,"Not Supporting","5","SELENIUM","Not meeting criteria","Aquatic Wildlife (Warm Water)",2012,"Low",5.759,"Miles","","TMDL Needed"
"176","RIVER","Southeast Colorado River","UT14080201-009_00","San Juan River-2",2024,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Warm Water)",2020,"Low",28.5492,"Miles","","TMDL Needed"
"177","RIVER","Southeast Colorado River","UT14080201-009_00","San Juan River-2",2024,"Not Supporting","5","CADMIUM","Not meeting criteria","Aquatic Wildlife (Warm Water)",2016,"Low",28.5492,"Miles","","TMDL Needed"
"178","RIVER","Southeast Colorado River","UT14080201-009_00","San Juan River-2",2024,"Not Supporting","5","ESCHERICHIA COLI (E. COLI)","Not meeting criteria","Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",2020,"Low",28.5492,"Miles","","TMDL Needed"
"179","RIVER","Southeast Colorado River","UT14080201-009_00","San Juan River-2",2024,"Not Supporting","5","IRON","Not meeting criteria","Aquatic Wildlife (Warm Water)",2016,"Low",28.5492,"Miles","","TMDL Needed"
"180","RIVER","Southeast Colorado River","UT14080201-009_00","San Juan River-2",2024,"Not Supporting","5","LEAD","Not meeting criteria","Aquatic Wildlife (Warm Water)",2016,"Low",28.5492,"Miles","","TMDL Needed"
"181","RIVER","Southeast Colorado River","UT14080201-009_00","San Juan River-2",2024,"Not Supporting","5","THALLIUM","Not meeting criteria","Domestic Source",2022,"Low",28.5492,"Miles","","TMDL Needed"
"182","RIVER","Southeast Colorado River","UT14080201-010_00","San Juan River-3",2022,"Insufficient Data","3",NA,NA,NA,NA,NA,30.1189,"Miles","",NA
"183","RIVER","Southeast Colorado River","UT14080201-011_00","Comb Wash",2024,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Warm Water)",2020,"Low",7.209,"Miles","","TMDL Needed"
"184","RIVER","Southeast Colorado River","UT14080201-011_00","Comb Wash",2024,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Warm Water)",2014,"Low",7.209,"Miles","","TMDL Needed"
"185","RIVER","Southeast Colorado River","UT14080201-011_00","Comb Wash",2024,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Warm Water)",2014,"Low",7.209,"Miles","","TMDL Needed"
"186","RIVER","Southeast Colorado River","UT14080201-011_00","Comb Wash",2024,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",7.209,"Miles","","TMDL Needed"
"187","RIVER","Southeast Colorado River","UT14080202-001_00","McElmo Creek",2024,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Warm Water)",2024,"Low",18.7555,"Miles","","TMDL Needed"
"188","RIVER","Southeast Colorado River","UT14080202-001_00","McElmo Creek",2024,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2024,"Low",18.7555,"Miles","","TMDL Needed"
"189","RIVER","Southeast Colorado River","UT14080203-001_00","Verdure Creek-1",2024,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Cold Water), Aquatic Wildlife (Warm Water)",2024,"Low",5.3422,"Miles","","TMDL Needed"
"190","RIVER","Southeast Colorado River","UT14080203-002_00","Verdure Creek-2",2022,"Insufficient Data","3",NA,NA,NA,NA,NA,11.0223,"Miles","",NA
"191","RIVER","Southeast Colorado River","UT14080203-003_00","Montezuma Creek-2",2024,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Cold Water), Aquatic Wildlife (Warm Water)",2024,"Low",5.5805,"Miles","","TMDL Needed"
"192","RIVER","Southeast Colorado River","UT14080203-004_00","South Creek",2022,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"193","RIVER","Southeast Colorado River","UT14080203-005_01","Montezuma Creek-1-1",2010,"No Evidence of Impairment","2",NA,NA,NA,NA,NA,0,"Miles","",NA
"194","RIVER","Southeast Colorado River","UT14080203-005_02","Montezuma Creek-1-2",2010,"No Evidence of Impairment","2",NA,NA,NA,NA,NA,0,"Miles","",NA
"195","RIVER","Southeast Colorado River","UT14080203-006_00","Spring Creek",2012,"Insufficient Data","3",NA,NA,NA,NA,NA,5.901,"Miles","",NA
"196","RIVER","Southeast Colorado River","UT14080203-007_00","Montezuma Creek-3",2022,"Not Supporting","5","SELENIUM","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",10.0636,"Miles","","TMDL Needed"
"197","RIVER","Southeast Colorado River","UT14080203-008_00","North Creek",2022,"Insufficient Data","3",NA,NA,NA,NA,NA,4.4905,"Miles","",NA
"198","RIVER","Southeast Colorado River","UT14080205-001_00","San Juan River-1",2024,"Not Supporting","5","ALUMINUM","Not meeting criteria","Aquatic Wildlife (Warm Water)",2024,"Low",62.519,"Miles","","TMDL Needed"
"199","RIVER","Southeast Colorado River","UT14080205-001_00","San Juan River-1",2024,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Warm Water)",2024,"Low",62.519,"Miles","","TMDL Needed"
"200","RIVER","Southeast Colorado River","UT14080205-001_00","San Juan River-1",2024,"Not Supporting","5","COPPER","Not meeting criteria","Aquatic Wildlife (Warm Water)",2022,"Low",62.519,"Miles","","TMDL Needed"
"201","RIVER","Southeast Colorado River","UT14080205-001_00","San Juan River-1",2024,"Not Supporting","5","ESCHERICHIA COLI (E. COLI)","Not meeting criteria","Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",2020,"Low",62.519,"Miles","","TMDL Needed"
"202","RIVER","Southeast Colorado River","UT14080205-001_00","San Juan River-1",2024,"Not Supporting","5","IRON","Not meeting criteria","Aquatic Wildlife (Warm Water)",2022,"Low",62.519,"Miles","","TMDL Needed"
"203","RIVER","Southeast Colorado River","UT14080205-001_00","San Juan River-1",2024,"Not Supporting","5","LEAD","Not meeting criteria","Domestic Source, Aquatic Wildlife (Warm Water)",2022,"Low",62.519,"Miles","","TMDL Needed"
"204","RIVER","Southeast Colorado River","UT14080205-001_00","San Juan River-1",2024,"Not Supporting","5","THALLIUM","Not meeting criteria","Domestic Source, Aquatic Wildlife (Warm Water)",2022,"Low",62.519,"Miles","","TMDL Needed"
"205","RIVER","Southeast Colorado River","UT14080205-002_00","Grand Gulch",2012,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"206","RIVER","Southeast Colorado River","UT14080205-003_00","San Juan River-1 Triburaries",2012,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2012,"Low",8.3583,"Miles","","TMDL Needed"
"207","RIVER","Western Colorado River","UT14060007-001_00","White River-Colton",2022,"Not Supporting","5","NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS","Threatened","Aquatic Wildlife (Cold Water)",2022,"Low",41.732,"Miles","","TMDL Needed"
"208","RIVER","Western Colorado River","UT14060007-002_00","Scofield Tributaries",2024,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2016,"Low",98.5341,"Miles","","TMDL Needed"
"209","RIVER","Western Colorado River","UT14060007-002_00","Scofield Tributaries",2024,"Not Supporting","5","PH","Not meeting criteria","Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source, Agricultural",2024,"Low",98.5341,"Miles","","TMDL Needed"
"210","RIVER","Western Colorado River","UT14060007-002_00","Scofield Tributaries",2024,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2024,"Low",98.5341,"Miles","","TMDL Needed"
"211","RIVER","Western Colorado River","UT14060007-003_00","Price River-1",2022,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",82.2848,"Miles","","TMDL Needed"
"212","RIVER","Western Colorado River","UT14060007-004_00","Willow Creek - Carbon",2020,"Insufficient Data","3",NA,NA,NA,NA,NA,48.2975,"Miles","",NA
"213","RIVER","Western Colorado River","UT14060007-005_00","Price River-2",2022,"Fully Supporting","1",NA,NA,NA,NA,NA,9.4669,"Miles","",NA
"214","RIVER","Western Colorado River","UT14060007-006_00","Gordon Creek",2024,"Not Supporting but has Approved TMDL for some parameters","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2020,"Low",57.5919,"Miles","","TMDL Needed"
"215","RIVER","Western Colorado River","UT14060007-006_00","Gordon Creek",2024,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",57.5919,"Miles","","TMDL Approved (11130)"
"216","RIVER","Western Colorado River","UT14060007-007_00","Price River-3",2024,"Not Supporting but has Approved TMDL for some parameters","5","AMMONIA, TOTAL","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2014,"Low",18.0364,"Miles","","TMDL Needed"
"217","RIVER","Western Colorado River","UT14060007-007_00","Price River-3",2024,"Not Supporting but has Approved TMDL for some parameters","5","BORON","Not meeting criteria","Agricultural",2014,"Low",18.0364,"Miles","","TMDL Needed"
"218","RIVER","Western Colorado River","UT14060007-007_00","Price River-3",2024,"Not Supporting but has Approved TMDL for some parameters","5","SELENIUM","Not meeting criteria","Agricultural, Aquatic Wildlife (Non-game Fish and Other)",2014,"Low",18.0364,"Miles","","TMDL Needed"
"219","RIVER","Western Colorado River","UT14060007-007_00","Price River-3",2024,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",18.0364,"Miles","","TMDL Approved (11135)"
"220","RIVER","Western Colorado River","UT14060007-008_00","Coal Creek",2022,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2014,"Low",31.3575,"Miles","","TMDL Needed"
"221","RIVER","Western Colorado River","UT14060007-009_00","Soldier Creek",2022,"No Evidence of Impairment","2",NA,NA,NA,NA,NA,23.3361,"Miles","",NA
"222","RIVER","Western Colorado River","UT14060007-010_00","Miller Creek",2024,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2020,"Low",27.5097,"Miles","","TMDL Needed"
"223","RIVER","Western Colorado River","UT14060007-011_00","Desert Seep Wash",2022,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Warm Water), Aquatic Wildlife (Waterfowl, Shorebirds, and Other), Aquatic Wildlife (Non-game Fish and Other)",2020,"Low",30.7292,"Miles","","TMDL Needed"
"224","RIVER","Western Colorado River","UT14060007-012_00","Grassy Trail Creek Lower",2022,"Insufficient Data","3",NA,NA,NA,NA,NA,2.8252,"Miles","",NA
"225","RIVER","Western Colorado River","UT14060007-013_00","Grassy Trail Creek Upper",2016,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",11.9671,"Miles","","TMDL Needed"
"226","RIVER","Western Colorado River","UT14060007-014_00","Price River-4",2022,"Fully Supporting","1",NA,NA,NA,NA,NA,70.491,"Miles","",NA
"227","RIVER","Western Colorado River","UT14060007-015_00","Price River-5",2022,"Fully Supporting","1","TOTAL DISSOLVED SOLIDS (TDS)","Meeting criteria","Agricultural",NA,"",36.8942,"Miles","","TMDL Approved (11131)"
"228","RIVER","Western Colorado River","UT14060007-017_00","Pinnacle Wash",2022,"Approved TMDL","4A","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2016,"Low",0.0197,"Miles","","TMDL Approved (11132)"
"229","RIVER","Western Colorado River","UT14060009-001_00","Electric Lake Tributaries",2022,"Insufficient Data","3",NA,NA,NA,NA,NA,17.3395,"Miles","Assessed HNNC",NA
"230","RIVER","Western Colorado River","UT14060009-002_00","LF Huntington Creek",2022,"Insufficient Data","3",NA,NA,NA,NA,NA,41.2198,"Miles","",NA
"231","RIVER","Western Colorado River","UT14060009-003_01","Huntington Creek-3-1",2022,"Not Supporting but has Approved TMDL for some parameters","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",56.5271,"Miles","","TMDL Needed"
"232","RIVER","Western Colorado River","UT14060009-003_01","Huntington Creek-3-1",2022,"Not Supporting but has Approved TMDL for some parameters","5","PH","Not meeting criteria","Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source, Agricultural",2014,"Low",56.5271,"Miles","","TMDL Needed"
"233","RIVER","Western Colorado River","UT14060009-003_01","Huntington Creek-3-1",2022,"Not Supporting but has Approved TMDL for some parameters","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",56.5271,"Miles","","TMDL Needed"
"234","RIVER","Western Colorado River","UT14060009-003_01","Huntington Creek-3-1",2022,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2016,"Low",56.5271,"Miles","","TMDL Approved (11137)"
"235","RIVER","Western Colorado River","UT14060009-003_02","Huntington Creek-3-2",2016,"Not Supporting but has Approved TMDL for some parameters","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",3.3754,"Miles","","TMDL Needed"
"236","RIVER","Western Colorado River","UT14060009-003_02","Huntington Creek-3-2",2016,"Not Supporting but has Approved TMDL for some parameters","5","PH","Not meeting criteria","Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source, Agricultural",2014,"Low",3.3754,"Miles","","TMDL Needed"
"237","RIVER","Western Colorado River","UT14060009-003_02","Huntington Creek-3-2",2016,"Not Supporting but has Approved TMDL for some parameters","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",3.3754,"Miles","","TMDL Needed"
"238","RIVER","Western Colorado River","UT14060009-003_02","Huntington Creek-3-2",2016,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2016,"Low",3.3754,"Miles","","TMDL Approved (11137)"
"239","RIVER","Western Colorado River","UT14060009-003_03","Rilda Canyon",2016,"Not Supporting but has Approved TMDL for some parameters","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",0.0459,"Miles","","TMDL Needed"
"240","RIVER","Western Colorado River","UT14060009-003_03","Rilda Canyon",2016,"Not Supporting but has Approved TMDL for some parameters","5","PH","Not meeting criteria","Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source, Agricultural",2014,"Low",0.0459,"Miles","","TMDL Needed"
"241","RIVER","Western Colorado River","UT14060009-003_03","Rilda Canyon",2016,"Not Supporting but has Approved TMDL for some parameters","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",0.0459,"Miles","","TMDL Needed"
